ID,Form_ID,Form,Cognateset_ID,Doubt,Cognate_Detection_Method,Source,Alignment,Alignment_Method,Alignment_Source
Siona-136-white-1-1,Siona-136-white-1,pʔ.o,136-white-69,false,expert,Chacon2014,pˀ o - -,expert,Chacon2014
Tanimuka-136-white-1-1,Tanimuka-136-white-1,b.o.i,136-white-69,false,expert,Chacon2014,b o - i,expert,Chacon2014
Tukano-136-white-1-1,Tukano-136-white-1,b.u.t.i,136-white-69,false,expert,Chacon2014,b u t i,expert,Chacon2014
Tuyuka-136-white-1-1,Tuyuka-136-white-1,b.u.t.i,136-white-69,false,expert,Chacon2014,b u t i,expert,Chacon2014
Wanano-136-white-1-1,Wanano-136-white-1,b.o.ʔt.a,136-white-69,false,expert,Chacon2014,b o ˀt a,expert,Chacon2014
Prototucanoan-136-white-1-1,Prototucanoan-136-white-1,pʔ.o,136-white-69,false,expert,Chacon2014,pˀ o - -,expert,Chacon2014
Barasano-122-toadsp-1-1,Barasano-122-toadsp-1,m.o.m.o,122-toadsp-70,false,expert,Chacon2014,m o m o,expert,Chacon2014
Desano-122-toadsp-1-1,Desano-122-toadsp-1,m.o.m.a,122-toadsp-70,false,expert,Chacon2014,m o m a,expert,Chacon2014
Koreguahe-122-toadsp-1-1,Koreguahe-122-toadsp-1,h.o.h.o,122-toadsp-70,false,expert,Chacon2014,h o h o,expert,Chacon2014
Kubeo-122-toadsp-1-1,Kubeo-122-toadsp-1,p.o.p.o,122-toadsp-70,false,expert,Chacon2014,p o p o,expert,Chacon2014
Sekoya-122-toadsp-1-1,Sekoya-122-toadsp-1,h.o.h.o,122-toadsp-70,false,expert,Chacon2014,h o h o,expert,Chacon2014
Tukano-122-toadsp-1-1,Tukano-122-toadsp-1,m.o.ʔm.o,122-toadsp-70,false,expert,Chacon2014,m o ˀm o,expert,Chacon2014
Wanano-122-toadsp-1-1,Wanano-122-toadsp-1,w.a.ʔm.u,122-toadsp-70,false,expert,Chacon2014,w a ˀm u,expert,Chacon2014
Prototucanoan-122-toadsp-1-1,Prototucanoan-122-toadsp-1,pʔ.o.p.a,122-toadsp-70,false,expert,Chacon2014,pˀ o p a,expert,Chacon2014
Barasano-14-break-1-1,Barasano-14-break-1,b.o.h.e,14-break-71,false,expert,Chacon2014,b o h e,expert,Chacon2014
Desano-14-break-1-1,Desano-14-break-1,b.o.h.e,14-break-71,false,expert,Chacon2014,b o h e,expert,Chacon2014
Koreguahe-14-break-1-1,Koreguahe-14-break-1,h.ũ.h.e,14-break-71,false,expert,Chacon2014,h ũ h e,expert,Chacon2014
Kubeo-14-break-1-1,Kubeo-14-break-1,p.o.p.e,14-break-71,false,expert,Chacon2014,p o p e,expert,Chacon2014
Maihiki-14-break-1-1,Maihiki-14-break-1,h.o.a,14-break-71,false,expert,Chacon2014,h o - a,expert,Chacon2014
Sekoya-14-break-1-1,Sekoya-14-break-1,h.o.ʔ.a,14-break-71,false,expert,Chacon2014,h o ʔ a,expert,Chacon2014
Tukano-14-break-1-1,Tukano-14-break-1,b.o.p.e,14-break-71,false,expert,Chacon2014,b o p e,expert,Chacon2014
Tuyuka-14-break-1-1,Tuyuka-14-break-1,p.a.a,14-break-71,false,expert,Chacon2014,p a - a,expert,Chacon2014
Wanano-14-break-1-1,Wanano-14-break-1,p.o.ʔ.a,14-break-71,false,expert,Chacon2014,p o ʔ a,expert,Chacon2014
Prototucanoan-14-break-1-1,Prototucanoan-14-break-1,pʔ.o.p.e,14-break-71,false,expert,Chacon2014,pˀ o p e,expert,Chacon2014
Barasano-132-urucumachiote-1-1,Barasano-132-urucumachiote-1,m.ũ.t∫.ã,132-urucumachiote-72,false,expert,Chacon2014,m ũ tʃ ã,expert,Chacon2014
Desano-132-urucumachiote-1-1,Desano-132-urucumachiote-1,m.ũ.s.ã,132-urucumachiote-72,false,expert,Chacon2014,m ũ s ã,expert,Chacon2014
Karapan-132-urucumachiote-1-1,Karapan-132-urucumachiote-1,m.ũ.s.ã,132-urucumachiote-72,false,expert,Chacon2014,m ũ s ã,expert,Chacon2014
Koreguahe-132-urucumachiote-1-1,Koreguahe-132-urucumachiote-1,p.ũ.s.a,132-urucumachiote-72,false,expert,Chacon2014,p ũ s a,expert,Chacon2014
Kubeo-132-urucumachiote-1-1,Kubeo-132-urucumachiote-1,m.ũ.h.ã,132-urucumachiote-72,false,expert,Chacon2014,m ũ h ã,expert,Chacon2014
Kueretu-132-urucumachiote-1-1,Kueretu-132-urucumachiote-1,m.u.hj.a,132-urucumachiote-72,false,expert,Chacon2014,m u hʲ a,expert,Chacon2014
Maihiki-132-urucumachiote-1-1,Maihiki-132-urucumachiote-1,b.o.s.a,132-urucumachiote-72,false,expert,Chacon2014,b o s a,expert,Chacon2014
Sekoya-132-urucumachiote-1-1,Sekoya-132-urucumachiote-1,pʔ.õ.s.a,132-urucumachiote-72,false,expert,Chacon2014,pˀ õ s a,expert,Chacon2014
Siona-132-urucumachiote-1-1,Siona-132-urucumachiote-1,pʔ.õ.s.a,132-urucumachiote-72,false,expert,Chacon2014,pˀ õ s a,expert,Chacon2014
Tanimuka-132-urucumachiote-1-1,Tanimuka-132-urucumachiote-1,m.ũ.h.ã,132-urucumachiote-72,false,expert,Chacon2014,m ũ h ã,expert,Chacon2014
Tukano-132-urucumachiote-1-1,Tukano-132-urucumachiote-1,m.õ.s.ã,132-urucumachiote-72,false,expert,Chacon2014,m õ s ã,expert,Chacon2014
Wanano-132-urucumachiote-1-1,Wanano-132-urucumachiote-1,m.ã.s.ĩ._.s.õ.a,132-urucumachiote-148,false,expert,Chacon2014,- - - - ( m ã s ĩ + s õ a ),expert,Chacon2014
Prototucanoan-132-urucumachiote-1-1,Prototucanoan-132-urucumachiote-1,pʔ.õ.s.a,132-urucumachiote-72,false,expert,Chacon2014,pˀ õ s a,expert,Chacon2014
Barasano-4-aracufish-1-1,Barasano-4-aracufish-1,b.o.d.e.k.a,4-aracufish-73,false,expert,Chacon2014,b o d e k a,expert,Chacon2014
Desano-4-aracufish-1-1,Desano-4-aracufish-1,b.o.d.e.k.a,4-aracufish-73,false,expert,Chacon2014,b o d e k a,expert,Chacon2014
Karapan-4-aracufish-1-1,Karapan-4-aracufish-1,b.o.t.e.k.a,4-aracufish-73,false,expert,Chacon2014,b o t e k a,expert,Chacon2014
Kubeo-4-aracufish-1-1,Kubeo-4-aracufish-1,b.o.d.i.k.a,4-aracufish-73,false,expert,Chacon2014,b o d i k a,expert,Chacon2014
Kueretu-4-aracufish-1-1,Kueretu-4-aracufish-1,p.o.r.e.kj.a,4-aracufish-73,false,expert,Chacon2014,p o ɾ e kʲ a,expert,Chacon2014
Tanimuka-4-aracufish-1-1,Tanimuka-4-aracufish-1,b.o.t.a.k.a,4-aracufish-73,false,expert,Chacon2014,b o t a k a,expert,Chacon2014
Tukano-4-aracufish-1-1,Tukano-4-aracufish-1,b.o.ʔt.e.a,4-aracufish-73,false,expert,Chacon2014,b o ˀt e - a,expert,Chacon2014
Wanano-4-aracufish-1-1,Wanano-4-aracufish-1,b.o.ʔt.e.a,4-aracufish-73,false,expert,Chacon2014,b o ˀt e - a,expert,Chacon2014
Prototucanoan-4-aracufish-1-1,Prototucanoan-4-aracufish-1,pʔ.o.tʔ.i.k.a,4-aracufish-73,false,expert,Chacon2014,pˀ o tˀ i k a,expert,Chacon2014
Barasano-113-swell-1-1,Barasano-113-swell-1,m.ĩ.h.ĩ,113-swell-74,false,expert,Chacon2014,m ĩ h ĩ,expert,Chacon2014
Desano-113-swell-1-1,Desano-113-swell-1,b.i.h.i,113-swell-74,false,expert,Chacon2014,b i h i,expert,Chacon2014
Maihiki-113-swell-1-1,Maihiki-113-swell-1,h.u.h.u,113-swell-74,false,expert,Chacon2014,h u h u,expert,Chacon2014
Siona-113-swell-1-1,Siona-113-swell-1,h.u.h.u,113-swell-74,false,expert,Chacon2014,h u h u,expert,Chacon2014
Tanimuka-113-swell-1-1,Tanimuka-113-swell-1,ɸ.ĩ.ɸ.i,113-swell-74,false,expert,Chacon2014,ɸ ĩ ɸ i,expert,Chacon2014
Tukano-113-swell-1-1,Tukano-113-swell-1,b.i.p.i,113-swell-74,false,expert,Chacon2014,b i p i,expert,Chacon2014
Tuyuka-113-swell-1-1,Tuyuka-113-swell-1,b.i.p.i,113-swell-74,false,expert,Chacon2014,b i p i,expert,Chacon2014
Wanano-113-swell-1-1,Wanano-113-swell-1,w.i.p.i,113-swell-74,false,expert,Chacon2014,w i p i,expert,Chacon2014
Prototucanoan-113-swell-1-1,Prototucanoan-113-swell-1,pʔ.u.p.i,113-swell-74,false,expert,Chacon2014,pˀ u p i,expert,Chacon2014
Barasano-40-father-1-1,Barasano-40-father-1,h.a.k.ɨ,40-father-75,false,expert,Chacon2014,h a k ɨ,expert,Chacon2014
Desano-40-father-1-1,Desano-40-father-1,p.a.g.ɨ,40-father-75,false,expert,Chacon2014,p a g ɨ,expert,Chacon2014
Karapan-40-father-1-1,Karapan-40-father-1,p.a.k.ɨ,40-father-75,false,expert,Chacon2014,p a k ɨ,expert,Chacon2014
Koreguahe-40-father-1-1,Koreguahe-40-father-1,h.a.kh.ɨ,40-father-75,false,expert,Chacon2014,h a kʰ ɨ,expert,Chacon2014
Kubeo-40-father-1-1,Kubeo-40-father-1,p.a.k.ɨ,40-father-75,false,expert,Chacon2014,p a k ɨ,expert,Chacon2014
Kueretu-40-father-1-1,Kueretu-40-father-1,h.a.k.ɨ,40-father-75,false,expert,Chacon2014,h a k ɨ,expert,Chacon2014
Maihiki-40-father-1-1,Maihiki-40-father-1,h.a.k.ɨ,40-father-75,false,expert,Chacon2014,h a k ɨ,expert,Chacon2014
Sekoya-40-father-1-1,Sekoya-40-father-1,h.a.k.ɨ,40-father-75,false,expert,Chacon2014,h a k ɨ,expert,Chacon2014
Siona-40-father-1-1,Siona-40-father-1,h.a.k.ɨ,40-father-75,false,expert,Chacon2014,h a k ɨ,expert,Chacon2014
Tanimuka-40-father-1-1,Tanimuka-40-father-1,ɸ.a.k.i,40-father-75,false,expert,Chacon2014,ɸ a k i,expert,Chacon2014
Tukano-40-father-1-1,Tukano-40-father-1,p.a.k.ɨ,40-father-75,false,expert,Chacon2014,p a k ɨ,expert,Chacon2014
Tuyuka-40-father-1-1,Tuyuka-40-father-1,p.a.k.ɨ,40-father-75,false,expert,Chacon2014,p a k ɨ,expert,Chacon2014
Wanano-40-father-1-1,Wanano-40-father-1,ph.ɨ.k.ɨ,40-father-75,false,expert,Chacon2014,pʰ ɨ k ɨ,expert,Chacon2014
Prototucanoan-40-father-1-1,Prototucanoan-40-father-1,p.a.k.ɨ,40-father-75,false,expert,Chacon2014,p a k ɨ,expert,Chacon2014
Barasano-8-big-1-1,Barasano-8-big-1,h.a.i,8-big-76,false,expert,Chacon2014,h a - i,expert,Chacon2014
Karapan-8-big-1-1,Karapan-8-big-1,p.a.i,8-big-76,false,expert,Chacon2014,p a - i,expert,Chacon2014
Maihiki-8-big-1-1,Maihiki-8-big-1,h.a.i,8-big-76,false,expert,Chacon2014,h a - i,expert,Chacon2014
Piratapuyo-8-big-1-1,Piratapuyo-8-big-1,p.a.h.i,8-big-76,false,expert,Chacon2014,p a h i,expert,Chacon2014
Sekoya-8-big-1-1,Sekoya-8-big-1,h.a.i,8-big-76,false,expert,Chacon2014,h a - i,expert,Chacon2014
Siona-8-big-1-1,Siona-8-big-1,h.a.i,8-big-76,false,expert,Chacon2014,h a - i,expert,Chacon2014
Tukano-8-big-1-1,Tukano-8-big-1,p.a.h.i,8-big-76,false,expert,Chacon2014,p a h i,expert,Chacon2014
Tuyuka-8-big-1-1,Tuyuka-8-big-1,p.a.i,8-big-76,false,expert,Chacon2014,p a - i,expert,Chacon2014
Prototucanoan-8-big-1-1,Prototucanoan-8-big-1,p.a.h.i,8-big-76,false,expert,Chacon2014,p a h i,expert,Chacon2014
Barasano-5-armadillo-1-1,Barasano-5-armadillo-1,h.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,h ã m õ,expert,Chacon2014
Desano-5-armadillo-1-1,Desano-5-armadillo-1,p.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,p ã m õ,expert,Chacon2014
Karapan-5-armadillo-1-1,Karapan-5-armadillo-1,p.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,p ã m õ,expert,Chacon2014
Koreguahe-5-armadillo-1-1,Koreguahe-5-armadillo-1,h.a.m.u,5-armadillo-77,false,expert,Chacon2014,h a m u,expert,Chacon2014
Kubeo-5-armadillo-1-1,Kubeo-5-armadillo-1,p.ã.m.ũ,5-armadillo-77,false,expert,Chacon2014,p ã m ũ,expert,Chacon2014
Kueretu-5-armadillo-1-1,Kueretu-5-armadillo-1,h.a.m.u,5-armadillo-77,false,expert,Chacon2014,h a m u,expert,Chacon2014
Piratapuyo-5-armadillo-1-1,Piratapuyo-5-armadillo-1,p.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,p ã m õ,expert,Chacon2014
Sekoya-5-armadillo-1-1,Sekoya-5-armadillo-1,h.ã.m.o,5-armadillo-77,false,expert,Chacon2014,h ã m o,expert,Chacon2014
Siona-5-armadillo-1-1,Siona-5-armadillo-1,h.ã.m.u,5-armadillo-77,false,expert,Chacon2014,h ã m u,expert,Chacon2014
Tanimuka-5-armadillo-1-1,Tanimuka-5-armadillo-1,ɸ.ã.m.ũ,5-armadillo-77,false,expert,Chacon2014,ɸ ã m ũ,expert,Chacon2014
Tukano-5-armadillo-1-1,Tukano-5-armadillo-1,p.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,p ã m õ,expert,Chacon2014
Wanano-5-armadillo-1-1,Wanano-5-armadillo-1,p.ã.m.õ,5-armadillo-77,false,expert,Chacon2014,p ã m õ,expert,Chacon2014
Prototucanoan-5-armadillo-1-1,Prototucanoan-5-armadillo-1,p.ã.m.u,5-armadillo-77,false,expert,Chacon2014,p ã m u,expert,Chacon2014
Barasano-46-float-1-1,Barasano-46-float-1,h.a.j.a,46-float-78,false,expert,Chacon2014,h a j a,expert,Chacon2014
Desano-46-float-1-1,Desano-46-float-1,p.á.j.a,46-float-78,false,expert,Chacon2014,p a j a,expert,Chacon2014
Karapan-46-float-1-1,Karapan-46-float-1,p.a.s.a,46-float-78,false,expert,Chacon2014,p a s a,expert,Chacon2014
Tukano-46-float-1-1,Tukano-46-float-1,p.a.ʔs.a,46-float-78,false,expert,Chacon2014,p a ˀs a,expert,Chacon2014
Tuyuka-46-float-1-1,Tuyuka-46-float-1,p.a.s.a,46-float-78,false,expert,Chacon2014,p a s a,expert,Chacon2014
Wanano-46-float-1-1,Wanano-46-float-1,p.a.ʔs.a,46-float-78,false,expert,Chacon2014,p a ˀs a,expert,Chacon2014
Prototucanoan-46-float-1-1,Prototucanoan-46-float-1,p.a.ʔj.a,46-float-78,false,expert,Chacon2014,p a ˀj a,expert,Chacon2014
Barasano-42-fire-1-1,Barasano-42-fire-1,h.e.a,42-fire-79,false,expert,Chacon2014,h e - a,expert,Chacon2014
Desano-42-fire-1-1,Desano-42-fire-1,p.e.a,42-fire-79,false,expert,Chacon2014,p e - a,expert,Chacon2014
Karapan-42-fire-1-1,Karapan-42-fire-1,p.e.e,42-fire-79,false,expert,Chacon2014,p e - e,expert,Chacon2014
Koreguahe-42-fire-1-1,Koreguahe-42-fire-1,h.ẽ.kh.a,42-fire-79,false,expert,Chacon2014,h ẽ kʰ a,expert,Chacon2014
Kubeo-42-fire-1-1,Kubeo-42-fire-1,p.e.k.a,42-fire-79,false,expert,Chacon2014,p e k a,expert,Chacon2014
Kueretu-42-fire-1-1,Kueretu-42-fire-1,h.e.kj.a,42-fire-79,false,expert,Chacon2014,h e kʲ a,expert,Chacon2014
Maihiki-42-fire-1-1,Maihiki-42-fire-1,h.e.k.a,42-fire-79,false,expert,Chacon2014,h e k a,expert,Chacon2014
Sekoya-42-fire-1-1,Sekoya-42-fire-1,h.e.k.a,42-fire-79,false,expert,Chacon2014,h e k a,expert,Chacon2014
Siona-42-fire-1-1,Siona-42-fire-1,h.ẽ.k.a,42-fire-79,false,expert,Chacon2014,h ẽ k a,expert,Chacon2014
Tanimuka-42-fire-1-1,Tanimuka-42-fire-1,ɸ.e.k.a,42-fire-79,false,expert,Chacon2014,ɸ e k a,expert,Chacon2014
Tukano-42-fire-1-1,Tukano-42-fire-1,p.e.k.a,42-fire-79,false,expert,Chacon2014,p e k a,expert,Chacon2014
Tuyuka-42-fire-1-1,Tuyuka-42-fire-1,p.e.k.a,42-fire-79,false,expert,Chacon2014,p e k a,expert,Chacon2014
Wanano-42-fire-1-1,Wanano-42-fire-1,ph.i.t∫.a,42-fire-79,false,expert,Chacon2014,pʰ i tʃ a,expert,Chacon2014
Prototucanoan-42-fire-1-1,Prototucanoan-42-fire-1,p.e.k.a,42-fire-79,false,expert,Chacon2014,p e k a,expert,Chacon2014
Barasano-37-end-1-1,Barasano-37-end-1,h.e.d.i,37-end-80,false,expert,Chacon2014,h e d i -,expert,Chacon2014
Desano-37-end-1-1,Desano-37-end-1,p.e.ʔd.e.a,37-end-80,false,expert,Chacon2014,p e ˀd e a,expert,Chacon2014
Kueretu-37-end-1-1,Kueretu-37-end-1,p.e.t.i,37-end-80,false,expert,Chacon2014,p e t i -,expert,Chacon2014
Tukano-37-end-1-1,Tukano-37-end-1,p.e.ʔt.i,37-end-80,false,expert,Chacon2014,p e ˀt i -,expert,Chacon2014
Wanano-37-end-1-1,Wanano-37-end-1,p.i.ʔt.i,37-end-80,false,expert,Chacon2014,p i ˀt i -,expert,Chacon2014
Prototucanoan-37-end-1-1,Prototucanoan-37-end-1,p.e.tʔ.i,37-end-80,false,expert,Chacon2014,p e tˀ i -,expert,Chacon2014
Barasano-124-tocandiraant-1-1,Barasano-124-tocandiraant-1,h.e.t.a,124-tocandiraant-81,false,expert,Chacon2014,h e - t a,expert,Chacon2014
Desano-124-tocandiraant-1-1,Desano-124-tocandiraant-1,p.e.d.a,124-tocandiraant-81,false,expert,Chacon2014,p e - d a,expert,Chacon2014
Karapan-124-tocandiraant-1-1,Karapan-124-tocandiraant-1,p.e.t.a,124-tocandiraant-81,false,expert,Chacon2014,p e - t a,expert,Chacon2014
Kubeo-124-tocandiraant-1-1,Kubeo-124-tocandiraant-1,p.i.a.d.a,124-tocandiraant-81,false,expert,Chacon2014,p i a d a,expert,Chacon2014
Kueretu-124-tocandiraant-1-1,Kueretu-124-tocandiraant-1,h.a.t.a,124-tocandiraant-81,false,expert,Chacon2014,h a - t a,expert,Chacon2014
Tanimuka-124-tocandiraant-1-1,Tanimuka-124-tocandiraant-1,ɸ.a.t.a,124-tocandiraant-81,false,expert,Chacon2014,ɸ a - t a,expert,Chacon2014
Tukano-124-tocandiraant-1-1,Tukano-124-tocandiraant-1,p.e.t.a,124-tocandiraant-81,false,expert,Chacon2014,p e - t a,expert,Chacon2014
Wanano-124-tocandiraant-1-1,Wanano-124-tocandiraant-1,ph.i.t.a,124-tocandiraant-81,false,expert,Chacon2014,pʰ i - t a,expert,Chacon2014
Prototucanoan-124-tocandiraant-1-1,Prototucanoan-124-tocandiraant-1,p.i.a.t.a,124-tocandiraant-81,false,expert,Chacon2014,p i a t a,expert,Chacon2014
Barasano-92-palmweevil-1-1,Barasano-92-palmweevil-1,h.ĩ.k.õ,92-palmweevil-82,false,expert,Chacon2014,h ĩ k õ,expert,Chacon2014
Desano-92-palmweevil-1-1,Desano-92-palmweevil-1,p.ĩ.ŋ.ũ,92-palmweevil-82,false,expert,Chacon2014,p ĩ ŋ ũ,expert,Chacon2014
Koreguahe-92-palmweevil-1-1,Koreguahe-92-palmweevil-1,h.ĩ.ʔkh.o,92-palmweevil-82,false,expert,Chacon2014,h ĩ ˀkʰ o,expert,Chacon2014
Kubeo-92-palmweevil-1-1,Kubeo-92-palmweevil-1,p.ĩ.k.õ,92-palmweevil-82,false,expert,Chacon2014,p ĩ k õ,expert,Chacon2014
Maihiki-92-palmweevil-1-1,Maihiki-92-palmweevil-1,h.ɨ̃.k.o,92-palmweevil-82,false,expert,Chacon2014,h ɨ̃ k o,expert,Chacon2014
Sekoya-92-palmweevil-1-1,Sekoya-92-palmweevil-1,h.ĩ.k.o,92-palmweevil-82,false,expert,Chacon2014,h ĩ k o,expert,Chacon2014
Siona-92-palmweevil-1-1,Siona-92-palmweevil-1,h.ĩ.k.o,92-palmweevil-82,false,expert,Chacon2014,h ĩ k o,expert,Chacon2014
Tanimuka-92-palmweevil-1-1,Tanimuka-92-palmweevil-1,ɸ.ĩ.k.õ,92-palmweevil-82,false,expert,Chacon2014,ɸ ĩ k õ,expert,Chacon2014
Tukano-92-palmweevil-1-1,Tukano-92-palmweevil-1,p.ĩ.k.õ,92-palmweevil-82,false,expert,Chacon2014,p ĩ k õ,expert,Chacon2014
Wanano-92-palmweevil-1-1,Wanano-92-palmweevil-1,ph.i.t∫.o,92-palmweevil-82,false,expert,Chacon2014,pʰ i tʃ o,expert,Chacon2014
Prototucanoan-92-palmweevil-1-1,Prototucanoan-92-palmweevil-1,p.ĩ.k.o,92-palmweevil-82,false,expert,Chacon2014,p ĩ k o,expert,Chacon2014
Koreguahe-56-handpalm-1-1,Koreguahe-56-handpalm-1,h.ɨ̃.th.ɨ,56-handpalm-83,false,expert,Chacon2014,h ɨ̃ tʰ ɨ,expert,Chacon2014
Kubeo-56-handpalm-1-1,Kubeo-56-handpalm-1,p.ɨ.d.ɨ,56-handpalm-83,false,expert,Chacon2014,p ɨ d ɨ,expert,Chacon2014
Maihiki-56-handpalm-1-1,Maihiki-56-handpalm-1,h.ɨ̃.t.ɨ,56-handpalm-83,false,expert,Chacon2014,h ɨ̃ t ɨ,expert,Chacon2014
Sekoya-56-handpalm-1-1,Sekoya-56-handpalm-1,h.ɨ̃.t.ɨ,56-handpalm-83,false,expert,Chacon2014,h ɨ̃ t ɨ,expert,Chacon2014
Siona-56-handpalm-1-1,Siona-56-handpalm-1,ɨ̃.t.ɨ,56-handpalm-83,false,expert,Chacon2014,- ɨ̃ t ɨ,expert,Chacon2014
Tanimuka-56-handpalm-1-1,Tanimuka-56-handpalm-1,ɸ.i.t.a,56-handpalm-83,false,expert,Chacon2014,ɸ i t a,expert,Chacon2014
Prototucanoan-56-handpalm-1-1,Prototucanoan-56-handpalm-1,p.ɨ.t.ɨ,56-handpalm-83,false,expert,Chacon2014,p ɨ t ɨ,expert,Chacon2014
Barasano-116-thorn-1-1,Barasano-116-thorn-1,h.o.t.a,116-thorn-84,false,expert,Chacon2014,h o t a,expert,Chacon2014
Desano-116-thorn-1-1,Desano-116-thorn-1,p.o.d.a,116-thorn-84,false,expert,Chacon2014,p o d a,expert,Chacon2014
Karapan-116-thorn-1-1,Karapan-116-thorn-1,p.o.t.a,116-thorn-84,false,expert,Chacon2014,p o t a,expert,Chacon2014
Tanimuka-116-thorn-1-1,Tanimuka-116-thorn-1,ɸ.o.t.a,116-thorn-84,false,expert,Chacon2014,ɸ o t a,expert,Chacon2014
Tukano-116-thorn-1-1,Tukano-116-thorn-1,p.o.t.a,116-thorn-84,false,expert,Chacon2014,p o t a,expert,Chacon2014
Wanano-116-thorn-1-1,Wanano-116-thorn-1,ph.o.t.a,116-thorn-84,false,expert,Chacon2014,pʰ o t a,expert,Chacon2014
Prototucanoan-116-thorn-1-1,Prototucanoan-116-thorn-1,p.o.t.a,116-thorn-84,false,expert,Chacon2014,p o t a,expert,Chacon2014
Barasano-12-blow-1-1,Barasano-12-blow-1,h.u.t.i,12-blow-85,false,expert,Chacon2014,h u ( t i ),expert,Chacon2014
Desano-12-blow-1-1,Desano-12-blow-1,p.u.d.i,12-blow-85,false,expert,Chacon2014,p u ( d i ),expert,Chacon2014
Karapan-12-blow-1-1,Karapan-12-blow-1,p.u.t.i,12-blow-85,false,expert,Chacon2014,p u ( t i ),expert,Chacon2014
Koreguahe-12-blow-1-1,Koreguahe-12-blow-1,h.u.i,12-blow-85,false,expert,Chacon2014,h u ( i - ),expert,Chacon2014
Kubeo-12-blow-1-1,Kubeo-12-blow-1,p.u,12-blow-85,false,expert,Chacon2014,p u ( - - ),expert,Chacon2014
Maihiki-12-blow-1-1,Maihiki-12-blow-1,h.ú.i,12-blow-85,false,expert,Chacon2014,h ú/u ( i - ),expert,Chacon2014
Sekoya-12-blow-1-1,Sekoya-12-blow-1,h.u,12-blow-85,false,expert,Chacon2014,h u ( - - ),expert,Chacon2014
Siona-12-blow-1-1,Siona-12-blow-1,h.u.i,12-blow-85,false,expert,Chacon2014,h u ( i - ),expert,Chacon2014
Tukano-12-blow-1-1,Tukano-12-blow-1,p.u.t.i,12-blow-85,false,expert,Chacon2014,p u ( t i ),expert,Chacon2014
Wanano-12-blow-1-1,Wanano-12-blow-1,p.u.t.i,12-blow-85,false,expert,Chacon2014,p u ( t i ),expert,Chacon2014
Yupua-12-blow-1-1,Yupua-12-blow-1,p.u.r.i,12-blow-85,false,expert,Chacon2014,p u ( ɾ i ),expert,Chacon2014
Prototucanoan-12-blow-1-1,Prototucanoan-12-blow-1,p.u,12-blow-85,false,expert,Chacon2014,p u ( - - ),expert,Chacon2014
Barasano-90-paca-1-1,Barasano-90-paca-1,t∫.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,tʃ ẽ m ẽ,expert,Chacon2014
Desano-90-paca-1-1,Desano-90-paca-1,s.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,s ẽ m ẽ,expert,Chacon2014
Karapan-90-paca-1-1,Karapan-90-paca-1,h.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,h ẽ m ẽ,expert,Chacon2014
Koreguahe-90-paca-1-1,Koreguahe-90-paca-1,s.e.m.e,90-paca-86,false,expert,Chacon2014,s e m e,expert,Chacon2014
Kubeo-90-paca-1-1,Kubeo-90-paca-1,h.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,h ẽ m ẽ,expert,Chacon2014
Maihiki-90-paca-1-1,Maihiki-90-paca-1,s.e.m.e,90-paca-86,false,expert,Chacon2014,s e m e,expert,Chacon2014
Sekoya-90-paca-1-1,Sekoya-90-paca-1,s.e.m.e,90-paca-86,false,expert,Chacon2014,s e m e,expert,Chacon2014
Siona-90-paca-1-1,Siona-90-paca-1,s.e.m.e,90-paca-86,false,expert,Chacon2014,s e m e,expert,Chacon2014
Tanimuka-90-paca-1-1,Tanimuka-90-paca-1,h.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,h ẽ m ẽ,expert,Chacon2014
Tukano-90-paca-1-1,Tukano-90-paca-1,s.ẽ.m.ẽ,90-paca-86,false,expert,Chacon2014,s ẽ m ẽ,expert,Chacon2014
Wanano-90-paca-1-1,Wanano-90-paca-1,s.ã.m.ã,90-paca-86,false,expert,Chacon2014,s ã m ã,expert,Chacon2014
Prototucanoan-90-paca-1-1,Prototucanoan-90-paca-1,s.e.m.e,90-paca-86,false,expert,Chacon2014,s e m e,expert,Chacon2014
Barasano-105-rub-1-1,Barasano-105-rub-1,t∫.ĩ.ŋ.ẽ,105-rub-87,false,expert,Chacon2014,- - - - tʃ ĩ ŋ ẽ,expert,Chacon2014
Karapan-105-rub-1-1,Karapan-105-rub-1,h.ĩ.k.ẽ,105-rub-87,false,expert,Chacon2014,- - - - h ĩ k ẽ,expert,Chacon2014
Kubeo-105-rub-1-1,Kubeo-105-rub-1,h.ĩ.h.ũ,105-rub-87,false,expert,Chacon2014,- - - - h ĩ h ũ,expert,Chacon2014
Tukano-105-rub-1-1,Tukano-105-rub-1,s.ã.ʔk.ẽ,105-rub-87,false,expert,Chacon2014,- - - - s ã ˀk ẽ,expert,Chacon2014
