index,source,target,context,proto language,daughter language
6107,jh,hj,N/A,Proto-Northern Iroquoian,Onondaga
6108,n,t, / _\ipa{k(\super w)},Proto-Northern Iroquoian,Onondaga
6109,ʃ,s,N/A,Proto-Northern Iroquoian,Onondaga
6110,n,ɔ, / \ipa{h}_\ipa{r},Proto-Northern Iroquoian,Onondaga
6111,h,ɔ, / \ipa{w}_\ipa{j},Proto-Northern Iroquoian,Onondaga
6112,hs,sh, / C_,Proto-Northern Iroquoian,Onondaga
6113,hts,tsh, / C_V,Proto-Northern Iroquoian,Onondaga
6114,aː,ae:, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6115,a,ae, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6116,oː,eː, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6117,o,e, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6118,̃o:,̃e:, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6119,̃o,̃e, / \ipa{r}_,Proto-Northern Iroquoian,Onondaga
6120,r,j," / \{\ipa{e(:),\~{e}(:),i(:)}\}_V",Proto-Northern Iroquoian,Onondaga
6121,r,w," / \{\ipa{o(:),\~{o}(:)}\}_V",Proto-Northern Iroquoian,Onondaga
6122,r,ɔ,N/A,Proto-Northern Iroquoian,Onondaga
6123,h,ɔ, / _\ipa{sn},Proto-Northern Iroquoian,Onondaga
6124,h,ɔ," / _\{\ipa{k,t,ts,s}\}\#",Proto-Northern Iroquoian,Onondaga
6125,k,h, / _\ipa{k},Proto-Northern Iroquoian,Onondaga
6126,ts,tʃ," / _\{\ipa{(h)i,(h)j}\}",Proto-Northern Iroquoian,Onondaga
6127,s,ʃ," / _\{\ipa{hi,hj}\}",Proto-Northern Iroquoian,Onondaga
6128,ts,hs," / V_\{\ipa{t,k(\super w)}\}",Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6129,ts,s," / ! _\{\ipa{h,i,j}\}",Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6130,ns,ts," / _\{\ipa{t,k(\super w)}\}",Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6131,n,ɔ, / _\ipa{s},Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6132,ʔ,ɔ," / ""V\ipa{:}[+falling tone]_C",Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6133,h,ɔ," / ""V\ipa{:}[+falling tone]_R",Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6134,h,ɔ, / _\#,Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6135,h,ɔ, / \#_\ipa{w},Proto-Northern Iroquoian,Proto-Mohawk-Oneida
6136,ɔ,e," / \{\ipa{tsh,s,n}\}_\ipa{r}",Proto-Mohawk-Oneida,Mohawk
6137,w,ɔ, / _\ipa{jh},Proto-Mohawk-Oneida,Mohawk
6138,h,ɔ, / \ipa{w}_\ipa{j},Proto-Mohawk-Oneida,Mohawk
6139,jh,hj,N/A,Proto-Mohawk-Oneida,Mohawk
6140,ɔ,e, / \ipa{w}_\ipa{j},Proto-Mohawk-Oneida,Mohawk
6141,ɔ,e, / \ipa{n}_\ipa{k(\super w)},Proto-Mohawk-Oneida,Mohawk
6142,ɔ,e," / \{\ipa{t,k}\}_\{\ipa{r,n}\}",Proto-Mohawk-Oneida,Mohawk
6143,ɔ,e," / \{\#,V\}\ipa{s}_\ipa{n}",Proto-Mohawk-Oneida,Mohawk
6144,ɔ,e, / \ipa{t}_\ipa{w},Proto-Mohawk-Oneida,Mohawk
6145,r,l,N/A,Proto-Mohawk-Oneida,Mohawk
6146,t,k, / _\ipa{j},Proto-Mohawk-Oneida,Mohawk
6147,k,t, / _\ipa{j},Proto-Mohawk-Oneida,Mohawk
6148,w̃@,̃u," / \{\ipa{h,s}\}_",Proto-Mohawk-Oneida,Mohawk
6149,j,ɔ, / \ipa{ts}_,Proto-Mohawk-Oneida,Mohawk
6150,t,tʃ, / _\ipa{(h)j},Proto-Mohawk-Oneida,Mohawk
6151,ts,tʃ," / _\{\ipa{(h)i,(h)j}\}",Proto-Mohawk-Oneida,Mohawk
6152,t,d," / _\{V,R\}",Proto-Mohawk-Oneida,Mohawk
6153,tʃ,dʒ," / _\{V,R\}",Proto-Mohawk-Oneida,Mohawk
6154,kʷ,ɡʷ," / _\{V,R\}",Proto-Mohawk-Oneida,Mohawk
6155,k,ɡ," / _\{V,R\}",Proto-Mohawk-Oneida,Mohawk
6156,s,ʃ, / _\ipa{(h)j},Proto-Mohawk-Oneida,Mohawk
6157,s,z," / \{\#,V\}_\{V,R\} ! R = \ipa{j}",Proto-Mohawk-Oneida,Mohawk
6158,ʔ,ɔ," / ""V\ipa{:}_",Proto-Mohawk-Oneida,Oneida
6159,ɔ,i," / \{V,\ipa{t}\}\ipa{n}_\ipa{k(\super w)}V",Proto-Mohawk-Oneida,Oneida
6160,ths,tsh,N/A,Proto-Mohawk-Oneida,Oneida
6161,hs,sh," / _\{\ipa{n,w}\}",Proto-Mohawk-Oneida,Oneida
6162,h,ɔ, / _C\ipa{h},Proto-Mohawk-Oneida,Oneida
6163,h,ɔ," / \ipa{k}_\{\ipa{s,ts}\}",Proto-Mohawk-Oneida,Oneida
6164,h,ɔ," / _\{\ipa{sk,st}\}",Proto-Mohawk-Oneida,Oneida
6165,h,ɔ," / \{\ipa{st,tst}\}_",Proto-Mohawk-Oneida,Oneida
6166,h,ɔ," / \ipa{ts}_\ipa{r} ! ``in pre-pausal forms, see also below""",Proto-Mohawk-Oneida,Oneida
6167,ʔ,h," / _C ``in post-tonic syllables""",Proto-Mohawk-Oneida,Oneida
6168,r,l,N/A,Proto-Mohawk-Oneida,Oneida
6169,ɔ,e," / C_\{\ipa{n,l}\}V(H)\#",Proto-Mohawk-Oneida,Oneida
6170,ɔ,o, / C_\ipa{w}V(H)\#,Proto-Mohawk-Oneida,Oneida
6171,ɔ,i, / C_\ipa{j}V(H)\#,Proto-Mohawk-Oneida,Oneida
6172,ʔ,̊P, / _\#,Proto-Mohawk-Oneida,Oneida
6173,ʔ,h, / _C\#,Proto-Mohawk-Oneida,Oneida
6174,ts,tʃ," / _\{\ipa{(h)i,(h)j}\}",Proto-Mohawk-Oneida,Oneida
6175,t,d," / _\{V,R\}",Proto-Mohawk-Oneida,Oneida
6176,tʃ,dʒ," / _\{V,R\}",Proto-Mohawk-Oneida,Oneida
6177,kʷ,ɡʷ," / _\{V,R\}",Proto-Mohawk-Oneida,Oneida
6178,k,ɡ," / _\{V,R\}",Proto-Mohawk-Oneida,Oneida
6179,s,ʃ, / _\ipa{(h)j},Proto-Mohawk-Oneida,Oneida
6180,n,ɔ, / _\ipa{s},Proto-Northern Iroquoian,Seneca
6181,j,ɔ, / _\ipa{ts},Proto-Northern Iroquoian,Seneca
6182,a,ae, / _\ipa{ra(:)},Proto-Northern Iroquoian,Seneca
6183,a,e, / _\ipa{ro(:)},Proto-Northern Iroquoian,Seneca
6184,̃a,̃e, / _\ipa{r\~{o}:},Proto-Northern Iroquoian,Seneca
6185,aː,ae:, / \ipa{r}_,Proto-Northern Iroquoian,Seneca
6186,a,ae, / \ipa{r}_,Proto-Northern Iroquoian,Seneca
6187,h,ɔ," / _\{\ipa{tk,nh,s}C,C\#\}",Proto-Northern Iroquoian,Seneca
6188,h,ɔ, / \#_\ipa{w},Proto-Northern Iroquoian,Seneca
6189,h,ɔ, / \ipa{w}_\ipa{j},Proto-Northern Iroquoian,Seneca
6190,hw,ɔ, / \ipa{\~{o}}_,Proto-Northern Iroquoian,Seneca
6191,w,ɔ," / _\{\ipa{r,j}\}",Proto-Northern Iroquoian,Seneca
6192,r,n, / _\ipa{(h)j},Proto-Northern Iroquoian,Seneca
6193,r,ɔ, / V\ipa{h}_,Proto-Northern Iroquoian,Seneca
6194,h,ɔ, / V_V,Proto-Northern Iroquoian,Seneca
6195,r,j," / C[-glottal](\ipa{h})_\{\ipa{o(:),\~{o}(:)}",Proto-Northern Iroquoian,Seneca
6196,r,h, / \ipa{s}_,Proto-Northern Iroquoian,Seneca
6197,r,j, / \ipa{i(:)}_V,Proto-Northern Iroquoian,Seneca
6198,r,w," / \{\ipa{o(:),\~{o}(:)}\}_V",Proto-Northern Iroquoian,Seneca
6199,r,ɔ,N/A,Proto-Northern Iroquoian,Seneca
6200,o,oː," / _\{\ipa{a:,\ae:}\}",Proto-Northern Iroquoian,Seneca
6201,aː,̃e:, / adjacent to a nasal vowel,Proto-Northern Iroquoian,Seneca
6202,a,̃e, / adjacent to a nasal vowel,Proto-Northern Iroquoian,Seneca
6203,̃e:,eː," / _\{\ipa{e(:),o(:)}",Proto-Northern Iroquoian,Seneca
6204,̃e,e," / _\{\ipa{e(:),o(:)}",Proto-Northern Iroquoian,Seneca
6205,ʔ,ɔ, / _\ipa{nk(\super w)},Proto-Northern Iroquoian,Seneca
6206,n,t, / _\ipa{k(\super w)},Proto-Northern Iroquoian,Seneca
6207,n,t, / \ipa{P}_\#,Proto-Northern Iroquoian,Seneca
6208,k,ɔ, / _\ipa{hts},Proto-Northern Iroquoian,Seneca
6209,t,h," / _\{\ipa{n,t}\}",Proto-Northern Iroquoian,Seneca
6210,t,ɔ, / \ipa{k}_\#,Proto-Northern Iroquoian,Seneca
6211,aː,̃o:, / \ipa{n}_,Proto-Northern Iroquoian,Seneca
6212,a,̃o, / \ipa{n}_,Proto-Northern Iroquoian,Seneca
6213,ae:,̃e:, / \ipa{n}_,Proto-Northern Iroquoian,Seneca
6214,ae,̃e, / \ipa{n}_,Proto-Northern Iroquoian,Seneca
6215,aː,̃o:, / V[+nas]H_,Proto-Northern Iroquoian,Seneca
6216,a,̃o, / V[+nas]H_,Proto-Northern Iroquoian,Seneca
6217,aː,̃o:," / V[+nas](\{\ipa{P,s}\})\ipa{w}_",Proto-Northern Iroquoian,Seneca
6218,a,̃o," / V[+nas](\{\ipa{P,s}\})\ipa{w}_",Proto-Northern Iroquoian,Seneca
6219,̃e:,̃E:,N/A,Proto-Northern Iroquoian,Seneca
6220,̃e,̃E,N/A,Proto-Northern Iroquoian,Seneca
6221,̃o:,̃O:,N/A,Proto-Northern Iroquoian,Seneca
6222,̃o,̃O,N/A,Proto-Northern Iroquoian,Seneca
6223,ɔ,h, / \ipa{k}_\ipa{n},Proto-Northern Iroquoian,Seneca
6224,t,d," / _\{V,R\}",Proto-Northern Iroquoian,Seneca
6225,kʷ,ɡʷ," / _\{V,R\}",Proto-Northern Iroquoian,Seneca
6226,k,ɡ," / _\{V,R\}",Proto-Northern Iroquoian,Seneca
6227,s,ʃ, / _\ipa{j},Proto-Northern Iroquoian,Seneca
6228,ths,tʃ,N/A,Proto-Northern Iroquoian,Tuscarora
6229,j,ɔ, / \ipa{tS}_,Proto-Northern Iroquoian,Tuscarora
6230,t,superPt,N/A,Proto-Northern Iroquoian,Tuscarora
6231,n,t," / ! _\{\ipa{h,k\super w},V[+nas]\}",Proto-Northern Iroquoian,Tuscarora
6232,ts,θ,N/A,Proto-Northern Iroquoian,Tuscarora
6233,superPt,tʔ, / _\ipa{\super Pt},Proto-Northern Iroquoian,Tuscarora
6234,superPt,ɔ, / _\ipa{t},Proto-Northern Iroquoian,Tuscarora
6235,superPt,ʔ, / _\ipa{r},Proto-Northern Iroquoian,Tuscarora
6236,superPt,ʔn," / V_\{V,\ipa{w,j}\}",Proto-Northern Iroquoian,Tuscarora
6237,superPt,n," / \{\#,C\}_\{V,\ipa{w,j}\}",Proto-Northern Iroquoian,Tuscarora
6238,superPt,t,N/A,Proto-Northern Iroquoian,Tuscarora
6239,h,ɔ, / _\ipa{nh},Proto-Northern Iroquoian,Tuscarora
6240,h,ɔ, / \#_\ipa{w},Proto-Northern Iroquoian,Tuscarora
6241,h,ɔ," / \ipa{k}_\{\ipa{s,ts,tS}\}",Proto-Northern Iroquoian,Tuscarora
6242,h,ɔ, / V\ipa{:}_\#,Proto-Northern Iroquoian,Tuscarora
6243,w,ɔ, / _\ipa{jh},Proto-Northern Iroquoian,Tuscarora
6244,n,t, / _\ipa{k\super w},Proto-Northern Iroquoian,Tuscarora
6245,ɔ,t, / \ipa{hs}_\ipa{r},Proto-Northern Iroquoian,Tuscarora
6246,ɔ,j, / \ipa{k}_\ipa{e(:)},Proto-Northern Iroquoian,Tuscarora
6247,eː,εː,N/A,Proto-Northern Iroquoian,Tuscarora
6248,e,ε,N/A,Proto-Northern Iroquoian,Tuscarora
6249,̃@:,̃1:," / ! ``when both short and stressed""",Proto-Northern Iroquoian,Tuscarora
6250,̃@,̃1," / ! ``when both short and stressed""",Proto-Northern Iroquoian,Tuscarora
6251,aː,ɔː," / ! ``when both short and unstressed""",Proto-Northern Iroquoian,Tuscarora
6252,a,ɔ," / ! ``when both short and unstressed""",Proto-Northern Iroquoian,Tuscarora
6253,oː,uː," / ! ``when both short and unstressed""",Proto-Northern Iroquoian,Tuscarora
6254,o,u," / ! ``when both short and unstressed""",Proto-Northern Iroquoian,Tuscarora
6255,t,d," / _\{V,R\}",Proto-Northern Iroquoian,Tuscarora
6256,kʷ,ɡʷ," / _\{V,R\}",Proto-Northern Iroquoian,Tuscarora
6257,k,ɡ," / _\{V,R\}",Proto-Northern Iroquoian,Tuscarora
6258,w,ɔ, / _\ipa{j},Tuscarora,Western Tuscarora
6259,jʔ,ʔj,N/A,Tuscarora,Western Tuscarora
6260,h,ɔ, / V_C,Proto-Siouan-Iroquoian,Proto-Siouan
6261,s,ɔ, / \ipa{h}_,Proto-Siouan-Iroquoian,Proto-Siouan
6262,θ,r,N/A,Proto-Siouan-Iroquoian,Proto-Siouan
6263,ʔ,ɔ, / V_,Proto-Siouan-Iroquoian,Proto-Siouan
6264,x,̧c," / _\{\ipa{i,u}\}",Proto-Siouan-Iroquoian,Proto-Siouan
6265,p,b, / V_V (*),Proto-Siouan,Catawba
6266,tʲ,ʃ," / in ""U",Proto-Siouan,Catawba
6267,tʲ,ʒ, / else,Proto-Siouan,Catawba
6268,t,ɔ," / _\ipa{k}, when medial",Proto-Siouan,Catawba
6269,tʲ,ʃ," / in ""U",Proto-Siouan,Dakota
6270,tʲ,ʒ, / else,Proto-Siouan,Dakota
6271,s,z, / in U[-stress],Proto-Siouan,Dakota
6272,s,z, / V_V,Proto-Siouan,Dakota
6273,r,d, / \ipa{s}_,Proto-Siouan,Dakota
6274,r,d, / \ipa{x}_,Proto-Siouan,Dakota
6275,w,p, / _\ipa{t},Proto-Siouan,Dakota
6276,t,ɔ," / _\ipa{k}, when medial",Proto-Siouan,Dakota
6277,k,ɔ," / _\ipa{x}""V",Proto-Siouan,Dakota
6278,kr,hd, / \#_,Dakota,Santee Dakota
6279,t,ɔ, / _\ipa{s},Proto-Siouan,Mandan
6280,̧c,x,N/A,Proto-Siouan,Mandan
6281,w,m,N/A,Proto-Siouan,Mandan
6282,̃a,a," / in ""U (sporadic)",Proto-Siouan,Mandan
6283,tʲ,s, / _\ipa{P}V,Proto-Siouan,Mandan
6284,r,ɔ, / \ipa{k}_,Proto-Siouan,Mandan
6285,t,ɔ," / _\ipa{k}, when medial",Proto-Siouan,Mandan
6286,w,ɔ, / _\ipa{t},Proto-Siouan,Proto-\vCiwere-Winnebago
6287,t,tʃ," / _""E",Proto-Siouan,Proto-\vCiwere-Winnebago
6288,t,dʒ, / _E[-stress],Proto-Siouan,Proto-\vCiwere-Winnebago
6289,tʲ,ʃ," / in ""U",Proto-Siouan,Proto-\vCiwere-Winnebago
6290,tʲ,ʒ, / in U[-stress],Proto-Siouan,Proto-\vCiwere-Winnebago
6291,s,z, / in U[-stress],Proto-Siouan,Proto-\vCiwere-Winnebago
6292,k,ɡ, / V[+nas]_ ! _\#,Proto-Siouan,Proto-\vCiwere-Winnebago
6293,k,ɡ, / _\ipa{P},Proto-Siouan,Proto-\vCiwere-Winnebago
6294,m,ɔ, / _\ipa{n} ! _\ipa{n}\#,Proto-Siouan,Proto-\vCiwere-Winnebago
6295,p,w, / V_V,Proto-\vCiwere-Winnebago,\vCiwere
6296,ɡ,ŋ,N/A,Proto-\vCiwere-Winnebago,\vCiwere
6297,k,ɡ," / ""V_",Proto-\vCiwere-Winnebago,\vCiwere
6298,t,tʃ, / _\ipa{P},Proto-\vCiwere-Winnebago,\vCiwere
6299,pr,bl,N/A,Proto-\vCiwere-Winnebago,\vCiwere
6300,kr,ɡl,N/A,Proto-\vCiwere-Winnebago,\vCiwere
6301,r,l, / \ipa{x}_,Proto-\vCiwere-Winnebago,\vCiwere
6302,k,h, / _\ipa{m},Proto-\vCiwere-Winnebago,\vCiwere
6303,k,ɔ, / \#\ipa{t}_,Proto-\vCiwere-Winnebago,\vCiwere
6304,tk,ɡ, / when medial,Proto-\vCiwere-Winnebago,\vCiwere
6305,x,ɔ, / _\ipa{k},Proto-\vCiwere-Winnebago,\vCiwere
6306,p,b, / V_V,Proto-\vCiwere-Winnebago,Winnebago
6307,tʲ,x, / _\ipa{P},Proto-\vCiwere-Winnebago,Winnebago
6308,mt,r,N/A,Proto-\vCiwere-Winnebago,Winnebago
6309,t,ɔ," / _\ipa{k}, when medial",Proto-\vCiwere-Winnebago,Winnebago
6310,̃a,a,N/A,Proto-Siouan,Proto-Crow-Hidatsa
6311,̃i,i,N/A,Proto-Siouan,Proto-Crow-Hidatsa
6312,̃u,u,N/A,Proto-Siouan,Proto-Crow-Hidatsa
6313,t,s, / _V,Proto-Crow-Hidatsa,Crow
6314,k,ts, / _\ipa{i},Proto-Crow-Hidatsa,Crow
6315,n,r, / ! at word boundaries,Proto-Crow-Hidatsa,Crow
6316,t,ʃ, / _\ipa{P},Proto-Crow-Hidatsa,Crow
6317,ʔ,ɔ, / _C,Proto-Crow-Hidatsa,Crow
6318,sk,tsk," / _""V",Proto-Crow-Hidatsa,Crow
6319,ʔ,ɔ, / C_,Proto-Crow-Hidatsa,Hidatsa
6320,r,ɔ," / \{C,V\}\ipa{k}_\{C,V\}",Proto-Crow-Hidatsa,Hidatsa
6321,mn,w," / \{C,V\}_\{C,V\}",Proto-Crow-Hidatsa,Hidatsa
6322,km,hp,N/A,Proto-Crow-Hidatsa,Hidatsa
6323,sk,tsuk," / _""\ipa{u}",Proto-Crow-Hidatsa,Hidatsa
6324,sk,tsk," / _""V",Proto-Crow-Hidatsa,Hidatsa
6325,kx,hk," / _""V",Proto-Crow-Hidatsa,Hidatsa
6326,sk,hts," / ""V_",Proto-Crow-Hidatsa,Hidatsa
6327,w,ɔ, / _\ipa{t},Proto-Siouan,Proto-Dhegiha
6328,t,d, / in U[-stress],Proto-Siouan,Proto-Dhegiha
6329,tʲ,ʒ, / in U[-stress],Proto-Siouan,Proto-Dhegiha
6330,s,z, / in U[-stress],Proto-Siouan,Proto-Dhegiha
6331,tʲ,ʃ," / in ""U",Proto-Siouan,Proto-Dhegiha
6332,k,ɡ," / ""V_",Proto-Siouan,Proto-Dhegiha
6333,s,z, / V_V,Proto-Siouan,Proto-Dhegiha
6334,super,ð," / _""V",Proto-Siouan,Proto-Dhegiha
6335,j,j," / _""V",Proto-Siouan,Proto-Dhegiha
6336,u,i," / in ""U (sporadic)",Proto-Siouan,Proto-Dhegiha
6337,w,b, / \#_,Proto-Dhegiha,Kansa
6338,t,ts, / _\ipa{P},Proto-Dhegiha,Kansa
6339,tʲr,ʃt,N/A,Proto-Dhegiha,Kansa
6340,kr,l,N/A,Proto-Dhegiha,Kansa
6341,mn,bl," / \{C,V\}_\{C,V\}",Proto-Dhegiha,Kansa
6342,n,θ," / _\{\ipa{\~{a},\~{e},\~{o}}\}",Proto-Dhegiha,Omaha-Ponca
6343,w,m, / \#_,Proto-Dhegiha,Omaha-Ponca
6344,d,n," / ""V_",Proto-Dhegiha,Omaha-Ponca
6345,super,θ, / _V[+nas -stress],Proto-Dhegiha,Omaha-Ponca
6346,j,n, / _V[+nas -stress],Proto-Dhegiha,Omaha-Ponca
6347,̃u,̃a, / stressed,Proto-Dhegiha,Omaha-Ponca
6348,k,ɔ, / _\ipa{P},Proto-Dhegiha,Omaha-Ponca
6349,pr,bθ,N/A,Proto-Dhegiha,Omaha-Ponca
6350,sr,sn,N/A,Proto-Dhegiha,Omaha-Ponca
6351,tʲr,ʃn,N/A,Proto-Dhegiha,Omaha-Ponca
6352,kr,ɡθ,N/A,Proto-Dhegiha,Omaha-Ponca
6353,mn,bθ," / \{C,V\}_\{C,V\}",Proto-Dhegiha,Omaha-Ponca
6354,t,ts, / _E,Proto-Dhegiha,Osage
6355,s,θ,N/A,Proto-Dhegiha,Osage
6356,n,ð," / _\{\ipa{\~{a},\~{e},\~{o}}\}",Proto-Dhegiha,Osage
6357,w,b, / \#_,Proto-Dhegiha,Osage
6358,ʔ,ɔ, / \ipa{p}_,Proto-Dhegiha,Osage
6359,t,ts, / _\ipa{P},Proto-Dhegiha,Osage
6360,pr,bð,N/A,Proto-Dhegiha,Osage
6361,sr,sts,N/A,Proto-Dhegiha,Osage
6362,tʲr,ʃd,N/A,Proto-Dhegiha,Osage
6363,kr,ɡð,N/A,Proto-Dhegiha,Osage
6364,r,ð, / \ipa{x}_,Proto-Dhegiha,Osage
6365,m,ɔ, / \#_\ipa{n},Proto-Dhegiha,Osage
6366,mn,bð," / \{C,V\}_\{C,V\}",Proto-Dhegiha,Osage
6367,sn,hn,N/A,Proto-Dhegiha,Osage
6368,mt,d,N/A,Proto-Dhegiha,Osage
6369,ʃ,s," / ""V_\ipa{k}",Proto-Dhegiha,Osage
6370,xk,ʃk," / _""V",Proto-Dhegiha,Osage
6371,xk,k," / _""V",Proto-Dhegiha,Osage
6372,xk,ɡ," / ""V_",Proto-Dhegiha,Osage
6373,tʲ,ʃ,N/A,Proto-Dhegiha,Quapaw
6374,̃u,̃a, / stressed (*),Proto-Dhegiha,Quapaw
6375,m,ɔ," / \{C,V\}_\ipa{n}\{C,V\}",Proto-Siouan,Proto-Ohio-Valley
6376,p,w," / V_V, apparently as a result of some dissimilation, as this appears to be an allophone of /\ipa{p}/ here, IIUC",Proto-Ohio-Valley,Biloxi
6377,w,ɔ, / \#_ (sporadic),Proto-Ohio-Valley,Biloxi
6378,m,w, / \#_,Proto-Ohio-Valley,Biloxi
6379,ʔ,ɔ, / C_,Proto-Ohio-Valley,Biloxi
6380,m,ɔ, / \#_\ipa{n},Proto-Ohio-Valley,Biloxi
6381,k,ɔ, / \#\ipa{t}_,Proto-Ohio-Valley,Biloxi
6382,k,ɔ," / ""V\ipa{s}_",Proto-Ohio-Valley,Biloxi
6383,k,ɔ," / _\ipa{x}""V",Proto-Ohio-Valley,Biloxi
6384,w,ɔ, / \#_ (sporadic),Proto-Ohio-Valley,Ofo
6385,m,w, / \#_,Proto-Ohio-Valley,Ofo
6386,ʔ,ɔ, / C_,Proto-Ohio-Valley,Ofo
6387,m,ɔ, / \#_\ipa{n},Proto-Ohio-Valley,Ofo
6388,k,ɔ, / \#\ipa{t}_,Proto-Ohio-Valley,Ofo
6389,sk,f," / ""V_",Proto-Ohio-Valley,Ofo
6390,x,s, / _\ipa{k},Proto-Ohio-Valley,Ofo
6391,kx,sk," / ""V_",Proto-Ohio-Valley,Ofo
6392,k,superNk, / _\ipa{P},Proto-Ohio-Valley,Tutelo
6393,ʔ,ɔ, / C_,Proto-Ohio-Valley,Tutelo
6394,d,t,N/A,Proto-Tai,Ahom
6395,!d,d,N/A,Proto-Tai,Ahom
6396,̊N,h,N/A,Proto-Tai,Ahom
6397,tʰ,ɔ, / _\ipa{r},Proto-Tai,Ahom
6398,γ,kʰ,N/A,Proto-Tai,Ahom
6399,ɡl,kw,N/A,Proto-Tai,Ahom
6400,ɡl,k,N/A,Proto-Tai,Ahom
6401,x,ɔ, / _\ipa{r},Proto-Tai,Ahom
6402,r,l, / K_,Proto-Tai,Ahom
6403,k,kʰ, / _\ipa{r},Proto-Tai,Ahom
6404,w,ɔ, / \ipa{m}_,Proto-Tai,Saek
6405,d,t,N/A,Proto-Tai,Saek
6406,!d,d,N/A,Proto-Tai,Saek
6407,l,ɔ, / \ipa{t\super h}_,Proto-Tai,Saek
6408,d,t," / _\{\ipa{l,r}\}",Proto-Tai,Saek
6409,k,t, / _\ipa{l},Proto-Tai,Saek
6410,f,pʰ,N/A,Proto-Tai,Central Tai
6411,l,ɔ," / \ipa{p}_\{\ipa{W,e,i}\}",Proto-Tai,Central Tai
6412,l,j, / \ipa{p}_,Proto-Tai,Central Tai
6413,v,b, / _\ipa{r},Proto-Tai,Central Tai
6414,l,ɔ, / \ipa{t}_,Proto-Tai,Central Tai
6415,d,ɔ," / _\{\ipa{l,r}\}",Proto-Tai,Central Tai
6416,ɡ,k,N/A,Proto-Tai,Central Tai
6417,x,kʰ,N/A,Proto-Tai,Central Tai
6418,iə,̆i, / _C\%,Proto-Tai,Central Tai
6419,̯1a,aː,N/A,Proto-Tai,Central Tai
6420,pr,pʰ," / _\{\ipa{W,e,i}\}",Central Tai,Lungchow
6421,pr,pʰj,N/A,Central Tai,Lungchow
6422,ɲ,j,N/A,Central Tai,Lungchow
6423,ɡl,kj,N/A,Central Tai,Lungchow
6424,ɨ,ɔ, / _\ipa{u},Central Tai,Lungchow
6425,ɨə,̆1, / _C\%,Central Tai,Lungchow
6426,̆1,u,N/A,Central Tai,Lungchow
6427,̯io,ə,N/A,Central Tai,Lungchow
6428,uə,̆u,N/A,Central Tai,Lungchow
6429,̯1u,uː,N/A,Central Tai,Lungchow
6430,e,i, / _C\%,Central Tai,Lungchow
6431,̯ie,i,N/A,Central Tai,Lungchow
6432,uɔ,oː,N/A,Central Tai,Lungchow
6433,̯1O,ɨ,N/A,Central Tai,Lungchow
6434,ai,aːi,N/A,Central Tai,Lungchow
6435,a,aː," / _\ipa{u,i}",Central Tai,Lungchow
6436,əi,ai,N/A,Central Tai,Lungchow
6437,̯1ai,aːi,N/A,Central Tai,Lungchow
6438,ɔ,oː, / _\ipa{i},Central Tai,Lungchow
6439,ɨ,ɨː, / _\ipa{i},Central Tai,Lungchow
6440,̯u@i,oːi,N/A,Central Tai,Lungchow
6441,eu,uː,N/A,Central Tai,Lungchow
6442,o,a, / _\ipa{u},Central Tai,Lungchow
6443,̯i@u,au,N/A,Central Tai,Lungchow
6444,ε,eː, / _\ipa{u},Central Tai,Lungchow
6445,i,iː, / _\ipa{u},Central Tai,Lungchow
6446,pr,pʰ," / _\{\ipa{W,e,i}\}",Central Tai,Nung
6447,pr,pʰj,N/A,Central Tai,Nung
6448,pr,tʰ,N/A,Central Tai,Tay
6449,s,x,N/A,Central Tai,Tay
6450,z,tʰ,N/A,Central Tai,Tay
6451,tʃ,x,N/A,Central Tai,Tay
6452,dʒ,t,N/A,Central Tai,Tay
6453,ʔj,ʒ,N/A,Central Tai,Tay
6454,j,ʒ,N/A,Central Tai,Tay
6455,ɡ,ɔ, / _\ipa{l},Central Tai,Tay
6456,dʒ,tʃ,N/A,Central Tai,Tho
6457,pr,tʰ,N/A,Central Tai,T'ien-Pao
6458,r,̥r,N/A,Central Tai,T'ien-Pao
6459,dʒ,tʃ,N/A,Central Tai,T'ien-Pao
6460,γ,w, / _V[+ round],Central Tai,T'ien-Pao
6461,γ,j,N/A,Central Tai,T'ien-Pao
6462,kl,kj,N/A,Proto-Tai,North Tai
6463,r,tʃ,N/A,Proto-Tai,North Tai
6464,l,ɔ," / \ipa{p(\super h),b}_E",Proto-Tai,North Tai
6465,l,j," / \ipa{p(\super h),b}_V",Proto-Tai,North Tai
6466,̥m,m,N/A,Proto-Tai,North Tai
6467,̥n,n,N/A,Proto-Tai,North Tai
6468,n,ɔ, / _\ipa{r},Proto-Tai,North Tai
6469,z,s,N/A,Proto-Tai,North Tai
6470,iə,̆i, / _C\%,Proto-Tai,North Tai
6471,̆1,a, / _K,Proto-Tai,North Tai
